id,job_title,skills
1242,Account Payable Supervisor,"['account payable', 'supervise', 'finance', 'operational', 'accounting', 'collaboratively', 'employees management', 'creativity', 'problem solving']"
1243,Creative Marketing & Public Relation,"['social medium', 'brand management', 'analytical skill', 'public relation', 'planning', 'results monitoring', 'manage', 'coordinate', 'economics', 'english', 'track', 'leadership', 'manage media', 'negotiation', 'positive', 'rajawali', 'c']"
1244,Tactical Tax Supervisor,"['income tax', 'pam', 'audits', 'preparing documents', 'communicating', 'appeal', 'refunds', 'accounting', 'reduction', 'numeracy', 'recruitment process']"
1246,Data Governance Team Lead,"['data management', 'data governance', 'stakeholder management', 'data flow', 'data sources', 'transformation', 'analyst', 'governance policies', 'management', 'industry standards', 'finance', 'related industry', 'translate', 'communication', 'communication skills', 'bahasa', 'english']"
1247,Administrator Order,"['production planning', 'microsoft office', 'inputting order', 'management logistics', 'operate', 'english']"
1248,Sales Manager,"['customer satisfaction', 'sale management', 'freight forwarding', 'write english', 'organizational skill', 'analytical skill', 'relationship management', 'business acumen', 'research', 'planning', 'sales', 'generate leads', 'logistic', 'operation', 'presentation', 'communication interpersonal', 'track', 'negotiations', 'plan', 'corporate management', 'manage']"
1253,Finance Staff,"['account receivable', 'english', 'accounting', 'informatics', 'management', 'logistic', 'collection', 'treasury']"
1254,Head Chef,"['food safety', 'safety standard', 'cooking', 'leadership', 'food', 'communicate', 'targets']"
1255,Finance & Accounting Supervisor,"['balance sheet', 'income statement', 'cash flow', 'cash flow statement', 'accounting', 'finance', 'equity']"
1259,Development Operation,"['web server', 'bahasa', 'automation', 'jenkins', 'sonarqube', 'control management', 'gitlab', 'cloud azure', 'automated testing', 'selenium', 'manage', 'research']"
1261,Internal Audit,"['risk management', 'management accounting', 'governance risk management and compliance', 'quality control', 'internal auditing', 'internal control', 'audit', 'self motivated', 'detailed oriented', 'working environment', 'communication', 'supervise', 'planning', 'governance', 'management', 'operational', 'internal audit', 'training', 'training communications']"
1262,IT Support Staff,"['operating system', 'sql server', 'windows server', 'server linux', 'communicate', 'bahasa', 'english', 'analytical']"
1263,Control Electronic Technician,"['japanese', 'brand', 'electrical', 'operation', 'programming', 'plc', 'function block', 'troubleshooting', 'control logic', 'installation', 'archiving', 'library system', 'manager', 'programming standards', 'library']"
1265,Staff Finance,"['voucher', 'bank', 'management', 'budgeting']"
1268,Analyst or Associate - Venture Capital - Jakarta Based,"['management consulting', 'business case', 'due diligence', 'market research', 'feasibility study', 'competitor analysis', 'business model', 'corporate strategy', 'problem solve', 'business acumen', 'project management', 'ips', 'sourcing', 'managing investment', 'analytics', 'researching', 'targeted', 'building relationship', 'analysis financial', 'financial modelling', 'investment', 'management team', 'forecasts', 'presenting', 'business plans', 'communication', 'english', 'bahasa', 'pe', 'market segments', 'consulting', 'analytical', 'decision making', 'self motivated', 'adaptability', 'energetic', 'brand']"
1269,SPV HSE,"['environmental health', 'safety engineering', 'risk management', 'management system', 'accident prevention', 'fire prevention', 'engineering environmental', 'health environmental', 'handling safety', 'communication program', 'investigating', 'management', 'government good', 'operational level', 'audits', 'investigation', 'analysis processes', 'presentation', 'writing', 'risk assessment', 'emergency response', 'audit process', 'leadership', 'communication']"
1271,QA Engineer,"['quality assurance', 'front end', 'test case', 'software quality', 'mobile app', 'web portal', 'debugging', 'investigate', 'track', 'deficiencies', 'collaborate', 'product manager', 'backend', 'execute', 'writing', 'test', 'test plans', 'testing android', 'automated testing', 'testing tools']"
1272,Business Development,"['social medium', 'critical thinking', 'problem solve', 'sales', 'services researching', 'makes decisions', 'franchise', 'canvassing', 'license', 'motorcycle', 'spreadsheets', 'communication', 'negotiation', 'presentations']"
1273,SAP ABAP PROGRAMMER,"['bdc', 'programming', 'data interfaces', 'fiori']"
1275,Consultant - Intelligent Automation - ID,"['artificial intelligence', 'cognitive automation', 'robotic process automation', 'intelligent character recognition', 'decision make', 'organizational intelligence', 'business process', 'business case', 'change control', 'process analysis', 'financial service', 'automation anywhere', 'analytical skill', 'write communication', 'business acumen', 'reach', 'collaborative', 'analytics', 'consultant', 'automation', 'chatbots', 'virtual assistants', 'robotics', 'markets primary', 'communicating', 'technical software', 'software requirements', 'robotic', 'map', 'design solution', 'robot', 'operating', 'transformation', 'design solutions', 'automated', 'workflow', 'maintainable', 'structured change', 'g technology', 'technology process', 'communication', 'software engineer', 'software developer', 'programming language', 'java', 'python', 'agile development', 'development methodologies', 'analytics software', 'r', 'sas', 'machine learning', 'uipath', 'blueprism', 'professional', 'english', 'self motivated', 'tenacity', 'focused results', 'teamwork', 'leadership', 'consulting', 'long term', 'public speaking', 'presentation']"
1276,Sales Supervisor,"['problem solve', 'sales', 'c', 'high leadership', 'planning', 'team building', 'keras', 'aluminum', 'composite', 'r']"
1278,Trainer Cloud Product,"['google cloud', 'computer science', 'training presentation', 'research development', 'sales', 'engineering computer', 'communication skill', 'english', 'non', 'professional', 'program training']"
1279,Tax Manager (FKS Food Sejahtera),"['tax compliance', 'tax planning', 'audit', 'manager']"
1280,Finance Officer,"['financial analysis', 'balance sheet', 'microsoft office', 'time management', 'verbal communication skill', 'operational', 'planning', 'bank', 'accounting', 'analytical']"
1281,Front-end Developer,"['front end', 'user experience', 'product design', 'web application', 'information technology', 'application development', 'javascript framework', 'vue js', 'version control', 'api', 'collaborate', 'cross functional teams', 'product manager', 'manager designer', 'usability', 'teamwork', 'rest api', 'based development', 'approach experienced', 'git']"
1282,.NET Programmer,"['computer science', 'information technology', 'asp net', 'project management', 'interpersonal communication', 'problem solve', 'css', 'c', 'ajax', 'java', 'script', 'sql server', 'consulting', 'english', 'bahasa', 'analytical', 'targets', 'self motivated', 'problem solving']"
1283,SME Relationship Manager (Surabaya),"['commercial banking', 'fact find', 'analytical thinking', 'financing', 'licensed', 'relationship manager', 'generate leads', 'sme financing', 'inquiries', 'innovative', 'value customer', 'negotiate', 'adapt', 'businesses excellent', 'communication skills', 'english', 'negotiation']"
1285,Management Development Program Divisi Sales Batch 18,"['distribution management', 'sales', 'operation', 'targetting', 'c', 'program training']"
1291,Capacity Design Planning Engineer (GPON),"['network element', 'ip address', 'pmo', 'vlan', 'mpls', 'topology', 'network development', 'utilization network', 'switch', 'node', 'managing', 'network design', 'cacti', 'prtg', 'operate']"
1292,Casual Leasing Supervisor,"['exhibition', 'management', 'quality product', 'communication skill', 'negotiation', 'english']"
1297,SOCIAL MEDIA SPECIALIST,"['social medium', 'goal orient', 'detail orient', 'medium strategy', 'brand awareness', 'digital marketing', 'marketing strategy', 'advertising media', 'creative', 'multimedia', 'best practices', 'illustrator', 'indesign', 'grammar', 'english', 'bahasa', 'presentation', 'communication skills', 'manage time', 'brand', 'visual', 'search marketing', 'marketing digital']"
1298,Project Management Supervisor,"['project documentation', 'industrial engineering', 'project management', 'manage', 'calculate', 'article', 'communicate', 'planning', 'english', 'analytical', 'korean', 'read', 'drawing']"
1299,Supply Chain Manager,"['supply chain', 'analytical skill', 'leadership', 'manager', 'merchandiser', 'logistic', 'planning', 'transport management']"
1301,Sales Manager,"['goal set', 'relationship building', 'supervise', 'sales', 'manage', 'food', 'negotiation', 'communication']"
1302,Senior Software Engineer (Golang),"['collaborating', 'writing', 'mysql', 'postgresql']"
1303,MANAGER WAREHOUSE DAN LOGISTIC KARAWANG,"['apa', 'manager', 'operator', 'tariff', 'bahasa']"
1305,Head of Insight & Strategy,"['write communication', 'project management', 'market research', 'sale operation', 'user experience', 'operations', 'logistics', 'delivery services', 'massive', 'operational', 'algorithm', 'tracking', 'data driven', 'consulting', 'network based', 'business modelability', 'analytical', 'financial modelling', 'manage', 'level management', 'prioritize', 'positive', 'collaboration', 'performance', 'sales performance', 'innovations', 'data analysis', 'targeting', 'project testing', 'infrastructure', 'engine sustainable', 'growth sustainable', 'sustainable', 'logistic', 'designing tests', 'managing key', 'read']"
1306,Senior Finance Accounting (Mining),"['bank reconciliation', 'cost accounting', 'microsoft office', 'analytical skill', 'finance', 'accountancy', 'journal', 'accounting', 'bank', 'closing', 'skill microsoft', 'supervision']"
1307,Staf IT Infrastruktur dan Keamanan,"['tcp ip', 'lan', 'vpn', 'vlan', 'dns', 'dhcp', 'file', 'intranet', 'multimedia', 'database sql', 'mysql', 'firewall', 'support server', 'bahasa']"
1308,Accounting Reporting Officer,"['final draft', 'analytical skill', 'memos', 'accountancy', 'compile', 'memo', 'accounting', 'auditing', 'added value', 'operating']"
1311,Store Supervisor,"['shift schedules', 'leadership', 'communicate', 'solve problems', 'counters']"
